term,term_adapted,term_context,Sociability,Morality,Assertiveness,Ability,Beliefs,Status,Health,Emotions,Geography,Occupation,Appearance,Beauty,Family,Deviance,SocialGroups,Gender,Race,Age,Sexual.Orientation,Valence,Valence_dir,Sociability_dir,Morality_dir,Assertiveness_dir,Ability_dir,Beliefs_dir,Status_dir,Health_dir,Geography_dir,Occupation_dir,Beauty_dir,Deviance_dir,Activation_dir,Emotionalvalence_dir,Age.youngtoold_dir,SexOr.LGBtostr8_dir,Gender.femtomasc_dir,Gender.nonbinary&trans,Sum,Sentence,Sentence_bold,Sentence_qualtrics,Sentence_bold_qualtrics,Sentence_bold_qualtrics2
able,able,A person who is able,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is able they are also likely to be:,If a person is <b>able</b> they are also likely to be:,"""If a person is able they are also likely to be:"",","""If a person is <b>able</b> they are also likely to be:"",","""If a person is <b>able</b> they are also likely to:"","
unable,unable,A person who is unable,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is unable they are also likely to be:,If a person is <b>unable</b> they are also likely to be:,"""If a person is unable they are also likely to be:"",","""If a person is <b>unable</b> they are also likely to be:"",","""If a person is <b>unable</b> they are also likely to:"","
bright,bright,A person who is bright,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is bright they are also likely to be:,If a person is <b>bright</b> they are also likely to be:,"""If a person is bright they are also likely to be:"",","""If a person is <b>bright</b> they are also likely to be:"",","""If a person is <b>bright</b> they are also likely to:"","
dumb,dumb,A person who is dumb,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is dumb they are also likely to be:,If a person is <b>dumb</b> they are also likely to be:,"""If a person is dumb they are also likely to be:"",","""If a person is <b>dumb</b> they are also likely to be:"",","""If a person is <b>dumb</b> they are also likely to:"","
brilliant,brilliant,A person who is brilliant,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is brilliant they are also likely to be:,If a person is <b>brilliant</b> they are also likely to be:,"""If a person is brilliant they are also likely to be:"",","""If a person is <b>brilliant</b> they are also likely to be:"",","""If a person is <b>brilliant</b> they are also likely to:"","
foolish,foolish,A person who is foolish,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is foolish they are also likely to be:,If a person is <b>foolish</b> they are also likely to be:,"""If a person is foolish they are also likely to be:"",","""If a person is <b>foolish</b> they are also likely to be:"",","""If a person is <b>foolish</b> they are also likely to:"","
capable,capable,A person who is capable,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is capable they are also likely to be:,If a person is <b>capable</b> they are also likely to be:,"""If a person is capable they are also likely to be:"",","""If a person is <b>capable</b> they are also likely to be:"",","""If a person is <b>capable</b> they are also likely to:"","
incapable,incapable,A person who is incapable,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is incapable they are also likely to be:,If a person is <b>incapable</b> they are also likely to be:,"""If a person is incapable they are also likely to be:"",","""If a person is <b>incapable</b> they are also likely to be:"",","""If a person is <b>incapable</b> they are also likely to:"","
clever,clever,A person who is clever,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is clever they are also likely to be:,If a person is <b>clever</b> they are also likely to be:,"""If a person is clever they are also likely to be:"",","""If a person is <b>clever</b> they are also likely to be:"",","""If a person is <b>clever</b> they are also likely to:"","
ignorant,ignorant,A person who is ignorant,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is ignorant they are also likely to be:,If a person is <b>ignorant</b> they are also likely to be:,"""If a person is ignorant they are also likely to be:"",","""If a person is <b>ignorant</b> they are also likely to be:"",","""If a person is <b>ignorant</b> they are also likely to:"","
competent,competent,A person who is competent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is competent they are also likely to be:,If a person is <b>competent</b> they are also likely to be:,"""If a person is competent they are also likely to be:"",","""If a person is <b>competent</b> they are also likely to be:"",","""If a person is <b>competent</b> they are also likely to:"","
incompetent,incompetent,A person who is incompetent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is incompetent they are also likely to be:,If a person is <b>incompetent</b> they are also likely to be:,"""If a person is incompetent they are also likely to be:"",","""If a person is <b>incompetent</b> they are also likely to be:"",","""If a person is <b>incompetent</b> they are also likely to:"","
educated,educated,A person who is educated,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is educated they are also likely to be:,If a person is <b>educated</b> they are also likely to be:,"""If a person is educated they are also likely to be:"",","""If a person is <b>educated</b> they are also likely to be:"",","""If a person is <b>educated</b> they are also likely to:"","
uneducated,uneducated,A person who is uneducated,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is uneducated they are also likely to be:,If a person is <b>uneducated</b> they are also likely to be:,"""If a person is uneducated they are also likely to be:"",","""If a person is <b>uneducated</b> they are also likely to be:"",","""If a person is <b>uneducated</b> they are also likely to:"","
creative,creative,A person who is creative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is creative they are also likely to be:,If a person is <b>creative</b> they are also likely to be:,"""If a person is creative they are also likely to be:"",","""If a person is <b>creative</b> they are also likely to be:"",","""If a person is <b>creative</b> they are also likely to:"","
uncreative,uncreative,A person who is uncreative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is uncreative they are also likely to be:,If a person is <b>uncreative</b> they are also likely to be:,"""If a person is uncreative they are also likely to be:"",","""If a person is <b>uncreative</b> they are also likely to be:"",","""If a person is <b>uncreative</b> they are also likely to:"","
intelligent,intelligent,A person who is intelligent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is intelligent they are also likely to be:,If a person is <b>intelligent</b> they are also likely to be:,"""If a person is intelligent they are also likely to be:"",","""If a person is <b>intelligent</b> they are also likely to be:"",","""If a person is <b>intelligent</b> they are also likely to:"","
unintelligent,unintelligent,A person who is unintelligent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is unintelligent they are also likely to be:,If a person is <b>unintelligent</b> they are also likely to be:,"""If a person is unintelligent they are also likely to be:"",","""If a person is <b>unintelligent</b> they are also likely to be:"",","""If a person is <b>unintelligent</b> they are also likely to:"","
smart,smart,A person who is smart,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is smart they are also likely to be:,If a person is <b>smart</b> they are also likely to be:,"""If a person is smart they are also likely to be:"",","""If a person is <b>smart</b> they are also likely to be:"",","""If a person is <b>smart</b> they are also likely to:"","
stupid,stupid,A person who is stupid,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is stupid they are also likely to be:,If a person is <b>stupid</b> they are also likely to be:,"""If a person is stupid they are also likely to be:"",","""If a person is <b>stupid</b> they are also likely to be:"",","""If a person is <b>stupid</b> they are also likely to:"","
wise,wise,A person who is wise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is wise they are also likely to be:,If a person is <b>wise</b> they are also likely to be:,"""If a person is wise they are also likely to be:"",","""If a person is <b>wise</b> they are also likely to be:"",","""If a person is <b>wise</b> they are also likely to:"","
unwise,unwise,A person who is unwise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is unwise they are also likely to be:,If a person is <b>unwise</b> they are also likely to be:,"""If a person is unwise they are also likely to be:"",","""If a person is <b>unwise</b> they are also likely to be:"",","""If a person is <b>unwise</b> they are also likely to:"","
skilled,skilled,A person who is skilled,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is skilled they are also likely to be:,If a person is <b>skilled</b> they are also likely to be:,"""If a person is skilled they are also likely to be:"",","""If a person is <b>skilled</b> they are also likely to be:"",","""If a person is <b>skilled</b> they are also likely to:"","
inept,inept,A person who is inept,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is inept they are also likely to be:,If a person is <b>inept</b> they are also likely to be:,"""If a person is inept they are also likely to be:"",","""If a person is <b>inept</b> they are also likely to be:"",","""If a person is <b>inept</b> they are also likely to:"","
effective,effective,A person who is effective,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is effective they are also likely to be:,If a person is <b>effective</b> they are also likely to be:,"""If a person is effective they are also likely to be:"",","""If a person is <b>effective</b> they are also likely to be:"",","""If a person is <b>effective</b> they are also likely to:"","
ineffective,ineffective,A person who is ineffective,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is ineffective they are also likely to be:,If a person is <b>ineffective</b> they are also likely to be:,"""If a person is ineffective they are also likely to be:"",","""If a person is <b>ineffective</b> they are also likely to be:"",","""If a person is <b>ineffective</b> they are also likely to:"","
efficient,efficient,A person who is efficient,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is efficient they are also likely to be:,If a person is <b>efficient</b> they are also likely to be:,"""If a person is efficient they are also likely to be:"",","""If a person is <b>efficient</b> they are also likely to be:"",","""If a person is <b>efficient</b> they are also likely to:"","
inefficient,inefficient,A person who is inefficient,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is inefficient they are also likely to be:,If a person is <b>inefficient</b> they are also likely to be:,"""If a person is inefficient they are also likely to be:"",","""If a person is <b>inefficient</b> they are also likely to be:"",","""If a person is <b>inefficient</b> they are also likely to:"","
imaginative,imaginative,A person who is imaginative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is imaginative they are also likely to be:,If a person is <b>imaginative</b> they are also likely to be:,"""If a person is imaginative they are also likely to be:"",","""If a person is <b>imaginative</b> they are also likely to be:"",","""If a person is <b>imaginative</b> they are also likely to:"","
unimaginative,unimaginative,A person who is unimaginative,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is unimaginative they are also likely to be:,If a person is <b>unimaginative</b> they are also likely to be:,"""If a person is unimaginative they are also likely to be:"",","""If a person is <b>unimaginative</b> they are also likely to be:"",","""If a person is <b>unimaginative</b> they are also likely to:"","
insightful,insightful,A person who is insightful,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is insightful they are also likely to be:,If a person is <b>insightful</b> they are also likely to be:,"""If a person is insightful they are also likely to be:"",","""If a person is <b>insightful</b> they are also likely to be:"",","""If a person is <b>insightful</b> they are also likely to:"","
naive,naive,A person who is naive,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is naive they are also likely to be:,If a person is <b>naive</b> they are also likely to be:,"""If a person is naive they are also likely to be:"",","""If a person is <b>naive</b> they are also likely to be:"",","""If a person is <b>naive</b> they are also likely to:"","
rational,rational,A person who is rational,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is rational they are also likely to be:,If a person is <b>rational</b> they are also likely to be:,"""If a person is rational they are also likely to be:"",","""If a person is <b>rational</b> they are also likely to be:"",","""If a person is <b>rational</b> they are also likely to:"","
irrational,irrational,A person who is irrational,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is irrational they are also likely to be:,If a person is <b>irrational</b> they are also likely to be:,"""If a person is irrational they are also likely to be:"",","""If a person is <b>irrational</b> they are also likely to be:"",","""If a person is <b>irrational</b> they are also likely to:"","
skillful,skillful,A person who is skillful,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is skillful they are also likely to be:,If a person is <b>skillful</b> they are also likely to be:,"""If a person is skillful they are also likely to be:"",","""If a person is <b>skillful</b> they are also likely to be:"",","""If a person is <b>skillful</b> they are also likely to:"","
clumsy,clumsy,A person who is clumsy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is clumsy they are also likely to be:,If a person is <b>clumsy</b> they are also likely to be:,"""If a person is clumsy they are also likely to be:"",","""If a person is <b>clumsy</b> they are also likely to be:"",","""If a person is <b>clumsy</b> they are also likely to:"","
logical,logical,A person who is logical,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is logical they are also likely to be:,If a person is <b>logical</b> they are also likely to be:,"""If a person is logical they are also likely to be:"",","""If a person is <b>logical</b> they are also likely to be:"",","""If a person is <b>logical</b> they are also likely to:"","
illogical,illogical,A person who is illogical,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is illogical they are also likely to be:,If a person is <b>illogical</b> they are also likely to be:,"""If a person is illogical they are also likely to be:"",","""If a person is <b>illogical</b> they are also likely to be:"",","""If a person is <b>illogical</b> they are also likely to:"","
believer,a believer,A person who is a believer,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a believer they are also likely to be:,If a person is <b>a believer</b> they are also likely to be:,"""If a person is a believer they are also likely to be:"",","""If a person is <b>a believer</b> they are also likely to be:"",","""If a person is <b>a liever</b> they are also likely to:"","
christian,a christian,A person who is a christian,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a christian they are also likely to be:,If a person is <b>a christian</b> they are also likely to be:,"""If a person is a christian they are also likely to be:"",","""If a person is <b>a christian</b> they are also likely to be:"",","""If a person is <b>a christian</b> they are also likely to:"","
hindu,hindu,A person who is hindu,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is hindu they are also likely to be:,If a person is <b>hindu</b> they are also likely to be:,"""If a person is hindu they are also likely to be:"",","""If a person is <b>hindu</b> they are also likely to be:"",","""If a person is <b>hindu</b> they are also likely to:"","
jewish,jewish,A person who is jewish,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is jewish they are also likely to be:,If a person is <b>jewish</b> they are also likely to be:,"""If a person is jewish they are also likely to be:"",","""If a person is <b>jewish</b> they are also likely to be:"",","""If a person is <b>jewish</b> they are also likely to:"","
muslim,muslim,A person who is muslim,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is muslim they are also likely to be:,If a person is <b>muslim</b> they are also likely to be:,"""If a person is muslim they are also likely to be:"",","""If a person is <b>muslim</b> they are also likely to be:"",","""If a person is <b>muslim</b> they are also likely to:"","
religious,religious,A person who is religious,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is religious they are also likely to be:,If a person is <b>religious</b> they are also likely to be:,"""If a person is religious they are also likely to be:"",","""If a person is <b>religious</b> they are also likely to be:"",","""If a person is <b>religious</b> they are also likely to:"","
agnostic,agnostic,A person who is agnostic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is agnostic they are also likely to be:,If a person is <b>agnostic</b> they are also likely to be:,"""If a person is agnostic they are also likely to be:"",","""If a person is <b>agnostic</b> they are also likely to be:"",","""If a person is <b>agnostic</b> they are also likely to:"","
atheist,an atheist,A person who is an atheist,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is an atheist they are also likely to be:,If a person is <b>an atheist</b> they are also likely to be:,"""If a person is an atheist they are also likely to be:"",","""If a person is <b>an atheist</b> they are also likely to be:"",","""If a person is <b>an atheist</b> they are also likely to:"","
irreligious,irreligious,A person who is irreligious,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is irreligious they are also likely to be:,If a person is <b>irreligious</b> they are also likely to be:,"""If a person is irreligious they are also likely to be:"",","""If a person is <b>irreligious</b> they are also likely to be:"",","""If a person is <b>irreligious</b> they are also likely to:"","
nonbeliever,a nonbeliever,A person who is a nonbeliever,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a nonbeliever they are also likely to be:,If a person is <b>a nonbeliever</b> they are also likely to be:,"""If a person is a nonbeliever they are also likely to be:"",","""If a person is <b>a nonbeliever</b> they are also likely to be:"",","""If a person is <b>a nonbeliever</b> they are also likely to:"","
secular,secular,A person who is secular,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is secular they are also likely to be:,If a person is <b>secular</b> they are also likely to be:,"""If a person is secular they are also likely to be:"",","""If a person is <b>secular</b> they are also likely to be:"",","""If a person is <b>secular</b> they are also likely to:"","
religious skeptic,a religious skeptic,A person who is a religious skeptic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a religious skeptic they are also likely to be:,If a person is <b>a religious skeptic</b> they are also likely to be:,"""If a person is a religious skeptic they are also likely to be:"",","""If a person is <b>a religious skeptic</b> they are also likely to be:"",","""If a person is <b>a religious skeptic</b> they are also likely to:"","
conservative,a conservative,A person who is a conservative,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a conservative they are also likely to be:,If a person is <b>a conservative</b> they are also likely to be:,"""If a person is a conservative they are also likely to be:"",","""If a person is <b>a conservative</b> they are also likely to be:"",","""If a person is <b>a conservative</b> they are also likely to:"","
republican,a republican,A person who is a republican,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a republican they are also likely to be:,If a person is <b>a republican</b> they are also likely to be:,"""If a person is a republican they are also likely to be:"",","""If a person is <b>a republican</b> they are also likely to be:"",","""If a person is <b>a republican</b> they are also likely to:"","
right-wing,right-wing,A person who is right-wing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is right-wing they are also likely to be:,If a person is <b>right-wing</b> they are also likely to be:,"""If a person is right-wing they are also likely to be:"",","""If a person is <b>right-wing</b> they are also likely to be:"",","""If a person is <b>right-wing</b> they are also likely to:"","
traditional,traditional,A person who is traditional,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is traditional they are also likely to be:,If a person is <b>traditional</b> they are also likely to be:,"""If a person is traditional they are also likely to be:"",","""If a person is <b>traditional</b> they are also likely to be:"",","""If a person is <b>traditional</b> they are also likely to:"","
democrat,a democrat,A person who is a democrat,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a democrat they are also likely to be:,If a person is <b>a democrat</b> they are also likely to be:,"""If a person is a democrat they are also likely to be:"",","""If a person is <b>a democrat</b> they are also likely to be:"",","""If a person is <b>a democrat</b> they are also likely to:"","
left-wing,left-wing,A person who is left-wing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is left-wing they are also likely to be:,If a person is <b>left-wing</b> they are also likely to be:,"""If a person is left-wing they are also likely to be:"",","""If a person is <b>left-wing</b> they are also likely to be:"",","""If a person is <b>left-wing</b> they are also likely to:"","
liberal,a liberal,A person who is a liberal,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is a liberal they are also likely to be:,If a person is <b>a liberal</b> they are also likely to be:,"""If a person is a liberal they are also likely to be:"",","""If a person is <b>a liberal</b> they are also likely to be:"",","""If a person is <b>a liberal</b> they are also likely to:"","
progressive,progressive,A person who is progressive,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is progressive they are also likely to be:,If a person is <b>progressive</b> they are also likely to be:,"""If a person is progressive they are also likely to be:"",","""If a person is <b>progressive</b> they are also likely to be:"",","""If a person is <b>progressive</b> they are also likely to:"","
superior,a superior,A person who is a superior,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is superior they are also likely to be:,If a person is <b>a superior</b> they are also likely to be:,"""If a person is superior they are also likely to be:"",","""If a person is <b>a superior</b> they are also likely to be:"",","""If a person is <b>a superior</b> they are also likely to:"","
inferior,an inferior,A person who is an inferior,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is inferior they are also likely to be:,If a person is <b>an inferior</b> they are also likely to be:,"""If a person is inferior they are also likely to be:"",","""If a person is <b>an inferior</b> they are also likely to be:"",","""If a person is <b>an inferior</b> they are also likely to:"","
higher-class,higher-class,A person who is higher-class,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is higher-class they are also likely to be:,If a person is <b>higher-class</b> they are also likely to be:,"""If a person is higher-class they are also likely to be:"",","""If a person is <b>higher-class</b> they are also likely to be:"",","""If a person is <b>higher-class</b> they are also likely to:"","
lower-class,lower-class,A person who is lower-class,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,If a person is lower-class they are also likely to be:,If a person is <b>lower-class</b> they are also likely to be:,"""If a person is lower-class they are also likely to be:"",","""If a person is <b>lower-class</b> they are also likely to be:"",","""If a person is <b>lower-class</b> they are also likely to:"","
